TUSTOPTIME,TUTIER1CODE,TUACTDUR24,TUSTARTTIM,TUCUMDUR24
9:50,1,90,8:20,350
10:05,18,15,9:50,365
10:25,7,20,10:05,385
10:40,18,15,10:25,400
10:41,1,1,10:40,401
14:00,1,199,10:41,600
14:05,18,5,14:00,605
18:00,12,235,14:05,840
18:05,18,5,18:00,845
20:05,2,120,18:05,965
21:05,11,60,20:05,1025
23:00,12,115,21:05,1140
7:45,1,300,23:00,1440
12:00,1,480,4:00,480
12:30,11,30,12:00,510
18:00,12,330,12:30,840
18:10,2,10,18:00,850
18:40,18,30,18:10,880
22:00,7,200,18:40,1080
22:30,18,30,22:00,1110
23:00,11,30,22:30,1140
10:00,1,300,23:00,1440
11:00,1,420,4:00,420
11:25,18,25,11:00,445
16:25,50,300,11:25,745
18:55,50,150,16:25,895
19:30,18,35,18:55,930
19:50,11,20,19:30,950
20:10,1,20,19:50,970
0:00,12,230,20:10,1200
11:00,1,240,0:00,1440
6:00,1,120,4:00,120
6:30,1,30,6:00,150
6:45,18,15,6:30,165
7:15,12,30,6:45,195
14:00,5,405,7:15,600
14:20,18,20,14:00,620
14:30,11,10,14:20,630
14:40,1,10,14:30,640
15:40,12,60,14:40,700
17:40,12,120,15:40,820
17:55,18,15,17:40,835
18:00,7,5,17:55,840
18:20,18,20,18:00,860
20:20,12,120,18:20,980
21:20,12,60,20:20,1040
6:00,1,400,21:20,1440
8:00,1,240,4:00,240
10:00,12,120,8:00,360
11:00,11,60,10:00,420
14:00,12,180,11:00,600
14:01,18,1,14:00,601
15:01,12,60,14:01,661
15:02,18,1,15:01,662
16:32,12,90,15:02,752
18:02,2,90,16:32,842
18:47,11,45,18:02,887
19:47,12,60,18:47,947
20:17,12,30,19:47,977
21:47,12,90,20:17,1067
22:02,16,15,21:47,1082
22:47,12,45,22:02,1127
22:57,1,10,22:47,1137
8:00,1,303,22:57,1440
9:00,1,300,4:00,300
9:30,11,30,9:00,330
9:45,2,15,9:30,345
10:45,12,60,9:45,405
12:15,3,90,10:45,495
12:45,2,30,12:15,525
13:15,11,30,12:45,555
13:25,2,10,13:15,565
13:55,12,30,13:25,595
14:25,3,30,13:55,625
14:35,11,10,14:25,635
15:20,3,45,14:35,680
16:50,3,90,15:20,770
17:00,2,10,16:50,780
17:20,18,20,17:00,800
18:50,7,90,17:20,890
18:55,18,5,18:50,895
19:15,11,20,18:55,915
19:30,18,15,19:15,930
20:15,12,45,19:30,975
20:30,1,15,20:15,990
21:30,12,60,20:30,1050
9:45,1,390,21:30,1440
8:30,1,270,4:00,270
9:00,11,30,8:30,300
9:30,1,30,9:00,330
9:40,18,10,9:30,340
11:30,14,110,9:40,450
11:40,18,10,11:30,460
12:40,11,60,11:40,520
14:40,12,120,12:40,640
15:00,2,20,14:40,660
16:15,11,75,15:00,735
16:25,2,10,16:15,745
19:25,18,180,16:25,925
20:25,11,60,19:25,985
21:25,18,60,20:25,1045
21:40,3,15,21:25,1060
22:00,18,20,21:40,1080
23:15,5,75,22:00,1155
23:35,18,20,23:15,1175
0:00,1,25,23:35,1200
7:00,1,240,0:00,1440
11:00,1,420,4:00,420
11:30,11,30,11:00,450
13:30,2,120,11:30,570
17:30,12,240,13:30,810
18:30,2,60,17:30,870
18:50,11,20,18:30,890
3:00,12,490,18:50,1380
13:00,1,60,3:00,1440
10:00,1,360,4:00,360
10:15,2,15,10:00,375
10:25,11,10,10:15,385
10:45,1,20,10:25,405
11:00,18,15,10:45,420
14:00,14,180,11:00,600
14:20,18,20,14:00,620
15:50,11,90,14:20,710
16:25,18,35,15:50,745
19:25,12,180,16:25,925
20:00,12,35,19:25,960
21:00,11,60,20:00,1020
0:00,12,180,21:00,1200
0:35,18,35,0:00,1235
5:00,1,205,0:35,1440
6:00,1,120,4:00,120
6:15,18,15,6:00,135
15:00,5,525,6:15,660
15:15,18,15,15:00,675
23:00,12,465,15:15,1140
5:00,1,300,23:00,1440
9:00,1,300,4:00,300
9:15,11,15,9:00,315
10:15,12,60,9:15,375
12:00,3,105,10:15,480
12:45,2,45,12:00,525
13:05,11,20,12:45,545
13:20,18,15,13:05,560
13:50,2,30,13:20,590
14:50,3,60,13:50,650
15:05,18,15,14:50,665
15:35,3,30,15:05,695
16:35,12,60,15:35,755
18:05,2,90,16:35,845
18:35,2,30,18:05,875
18:55,11,20,18:35,895
19:05,18,10,18:55,905
20:05,12,60,19:05,965
21:35,3,90,20:05,1055
21:45,18,10,21:35,1065
23:15,12,90,21:45,1155
8:00,1,285,23:15,1440
10:00,1,360,4:00,360
10:30,11,30,10:00,390
13:00,2,150,10:30,540
14:00,11,60,13:00,600
18:00,2,240,14:00,840
20:00,12,120,18:00,960
22:00,12,120,20:00,1080
11:00,1,360,22:00,1440
7:00,1,180,4:00,180
9:00,3,120,7:00,300
10:00,1,60,9:00,360
10:10,3,10,10:00,370
10:20,18,10,10:10,380
12:20,7,120,10:20,500
12:30,18,10,12:20,510
12:45,2,15,12:30,525
13:15,3,30,12:45,555
14:15,3,60,13:15,615
14:35,11,20,14:15,635
15:35,6,60,14:35,695
17:35,2,120,15:35,815
18:35,2,60,17:35,875
18:55,3,20,18:35,895
19:25,11,30,18:55,925
19:55,2,30,19:25,955
21:30,3,95,19:55,1050
22:30,13,60,21:30,1110
23:00,12,30,22:30,1140
23:30,1,30,23:00,1170
7:00,1,270,23:30,1440
9:00,1,300,4:00,300
10:00,1,60,9:00,360
10:30,11,30,10:00,390
11:00,18,30,10:30,420
16:00,5,300,11:00,720
16:30,18,30,16:00,750
17:10,11,40,16:30,790
19:10,12,120,17:10,910
6:00,1,530,19:10,1440
9:00,1,300,4:00,300
9:30,1,30,9:00,330
10:00,11,30,9:30,360
10:02,11,2,10:00,362
10:42,18,40,10:02,402
12:42,7,120,10:42,522
13:02,18,20,12:42,542
13:07,7,5,13:02,547
13:22,11,15,13:07,562
14:02,11,40,13:22,602
14:32,18,30,14:02,632
14:42,50,10,14:32,642
15:07,18,25,14:42,667
17:07,12,120,15:07,787
17:17,18,10,17:07,797
17:22,7,5,17:17,802
17:32,18,10,17:22,812
18:02,2,30,17:32,842
19:02,11,60,18:02,902
20:32,12,90,19:02,992
20:42,50,10,20:32,1002
22:02,12,80,20:42,1082
22:27,1,25,22:02,1107
7:20,1,333,22:27,1440
10:00,1,360,4:00,360
10:20,1,20,10:00,380
11:50,18,90,10:20,470
13:20,7,90,11:50,560
14:00,18,40,13:20,600
15:30,11,90,14:00,690
17:30,18,120,15:30,810
19:00,18,90,17:30,900
1:00,12,360,19:00,1260
11:00,1,180,1:00,1440
6:45,1,165,4:00,165
6:50,3,5,6:45,170
7:05,2,15,6:50,185
7:40,3,35,7:05,220
7:50,18,10,7:40,230
8:00,3,10,7:50,240
8:10,18,10,8:00,250
9:10,2,60,8:10,310
9:40,11,30,9:10,340
10:40,3,60,9:40,400
10:45,3,5,10:40,405
11:45,2,60,10:45,465
13:15,6,90,11:45,555
13:20,3,5,13:15,560
13:50,3,30,13:20,590
14:00,18,10,13:50,600
14:15,3,15,14:00,615
14:25,18,10,14:15,625
15:25,3,60,14:25,685
15:35,18,10,15:25,695
18:05,2,150,15:35,845
18:15,18,10,18:05,855
19:00,2,45,18:15,900
19:45,11,45,19:00,945
20:00,2,15,19:45,960
20:15,3,15,20:00,975
20:20,3,5,20:15,980
21:00,6,40,20:20,1020
22:00,12,60,21:00,1080
22:20,1,20,22:00,1100
23:45,1,85,22:20,1185
6:45,1,255,23:45,1440
11:00,1,420,4:00,420
11:30,1,30,11:00,450
11:50,11,20,11:30,470
13:50,12,120,11:50,590
14:05,18,15,13:50,605
15:30,2,85,14:05,690
15:45,18,15,15:30,705
15:50,2,5,15:45,710
16:00,18,10,15:50,720
16:15,7,15,16:00,735
16:25,18,10,16:15,745
16:50,2,25,16:25,770
16:55,18,5,16:50,775
16:56,2,1,16:55,776
16:59,18,3,16:56,779
17:19,7,20,16:59,799
17:24,18,5,17:19,804
17:27,2,3,17:24,807
17:57,2,30,17:27,837
19:27,16,90,17:57,927
21:00,12,93,19:27,1020
21:10,2,10,21:00,1030
21:30,11,20,21:10,1050
1:00,12,210,21:30,1260
1:20,1,20,1:00,1280
9:30,1,160,1:20,1440
7:00,1,180,4:00,180
8:30,3,90,7:00,270
8:40,1,10,8:30,280
8:50,2,10,8:40,290
9:00,2,10,8:50,300
9:05,18,5,9:00,305
9:20,7,15,9:05,320
9:22,18,2,9:20,322
9:32,7,10,9:22,332
9:37,18,5,9:32,337
9:52,2,15,9:37,352
9:54,11,2,9:52,354
10:04,2,10,9:54,364
10:24,2,20,10:04,384
10:39,3,15,10:24,399
11:09,2,30,10:39,429
11:39,2,30,11:09,459
11:49,3,10,11:39,469
11:59,2,10,11:49,479
12:29,6,30,11:59,509
12:39,3,10,12:29,519
12:54,2,15,12:39,534
13:04,2,10,12:54,544
14:04,2,60,13:04,604
14:34,12,30,14:04,634
14:54,1,20,14:34,654
15:09,16,15,14:54,669
15:24,2,15,15:09,684
15:44,3,20,15:24,704
18:45,12,181,15:44,885
19:00,3,15,18:45,900
19:25,3,25,19:00,925
19:40,3,15,19:25,940
20:30,12,50,19:40,990
3:45,1,435,20:30,1425
4:00,3,15,3:45,1440
6:00,1,120,4:00,120
7:00,1,60,6:00,180
8:00,1,60,7:00,240
8:05,18,5,8:00,245
8:06,3,1,8:05,246
8:11,18,5,8:06,251
11:00,5,169,8:11,420
12:00,5,60,11:00,480
17:30,5,330,12:00,810
17:35,18,5,17:30,815
20:00,15,145,17:35,960
20:10,18,10,20:00,970
20:15,7,5,20:10,975
20:25,18,10,20:15,985
20:27,1,2,20:25,987
20:52,11,25,20:27,1012
21:52,50,60,20:52,1072
6:00,1,368,21:52,1440
9:00,1,300,4:00,300
9:20,2,20,9:00,320
9:30,1,10,9:20,330
9:50,2,20,9:30,350
10:10,11,20,9:50,370
12:30,12,140,10:10,510
12:45,2,15,12:30,525
13:05,11,20,12:45,545
18:30,12,325,13:05,870
19:00,2,30,18:30,900
19:30,11,30,19:00,930
20:00,12,30,19:30,960
20:15,2,15,20:00,975
21:00,12,45,20:15,1020
21:30,1,30,21:00,1050
22:00,12,30,21:30,1080
5:00,1,360,22:00,1440
12:00,1,480,4:00,480
12:20,11,20,12:00,500
13:00,1,40,12:20,540
13:30,18,30,13:00,570
13:50,12,20,13:30,590
14:10,18,20,13:50,610
18:00,12,230,14:10,840
18:20,18,20,18:00,860
19:20,2,60,18:20,920
19:40,2,20,19:20,940
21:40,12,120,19:40,1060
23:40,12,120,21:40,1180
23:45,18,5,23:40,1185
23:55,7,10,23:45,1195
0:00,18,5,23:55,1200
1:30,12,90,0:00,1290
1:50,16,20,1:30,1310
13:30,1,130,1:50,1440
9:00,1,300,4:00,300
10:00,1,60,9:00,360
10:45,18,45,10:00,405
10:58,5,13,10:45,418
13:00,5,122,10:58,540
13:30,11,30,13:00,570
18:00,5,270,13:30,840
18:45,18,45,18:00,885
19:00,12,15,18:45,900
20:00,14,60,19:00,960
20:20,18,20,20:00,980
21:20,3,60,20:20,1040
22:30,12,70,21:20,1110
23:00,1,30,22:30,1140
9:00,1,300,23:00,1440
6:00,1,120,4:00,120
6:20,1,20,6:00,140
6:35,11,15,6:20,155
6:40,1,5,6:35,160
7:00,2,20,6:40,180
7:35,18,35,7:00,215
12:00,6,265,7:35,480
12:35,11,35,12:00,515
14:50,6,135,12:35,650
14:55,18,5,14:50,655
16:30,6,95,14:55,750
17:15,18,45,16:30,795
19:15,2,120,17:15,915
19:20,18,5,19:15,920
19:50,11,30,19:20,950
0:30,12,280,19:50,1230
7:00,1,210,0:30,1440
6:00,1,120,4:00,120
6:07,14,7,6:00,127
7:00,1,53,6:07,180
7:20,18,20,7:00,200
7:50,11,30,7:20,230
11:40,5,230,7:50,460
12:30,11,50,11:40,510
15:20,5,170,12:30,680
16:00,18,40,15:20,720
17:15,6,75,16:00,795
18:00,18,45,17:15,840
18:05,18,5,18:00,845
18:35,11,30,18:05,875
23:00,12,265,18:35,1140
23:20,1,20,23:00,1160
23:30,14,10,23:20,1170
5:15,1,270,23:30,1440
9:00,1,300,4:00,300
9:20,18,20,9:00,320
9:50,13,30,9:20,350
10:10,18,20,9:50,370
10:30,2,20,10:10,390
11:15,2,45,10:30,435
11:45,11,30,11:15,465
13:45,6,120,11:45,585
14:05,2,20,13:45,605
14:25,18,20,14:05,625
19:00,5,275,14:25,900
19:30,11,30,19:00,930
0:30,5,300,19:30,1230
0:50,18,20,0:30,1250
9:30,1,190,0:50,1440
9:00,1,300,4:00,300
9:15,11,15,9:00,315
12:30,6,195,9:15,510
14:30,12,120,12:30,630
14:45,18,15,14:30,645
15:45,13,60,14:45,705
16:35,13,50,15:45,755
16:50,18,15,16:35,770
17:20,12,30,16:50,800
18:00,2,40,17:20,840
18:30,11,30,18:00,870
19:30,12,60,18:30,930
19:35,18,5,19:30,935
20:35,12,60,19:35,995
21:35,12,60,20:35,1055
21:40,18,5,21:35,1060
22:20,6,40,21:40,1100
23:20,12,60,22:20,1160
23:35,1,15,23:20,1175
8:30,1,265,23:35,1440
6:00,1,120,4:00,120
6:45,1,45,6:00,165
6:50,2,5,6:45,170
7:20,18,30,6:50,200
10:30,6,190,7:20,390
10:50,6,20,10:30,410
12:15,6,85,10:50,495
12:45,8,30,12:15,525
12:55,11,10,12:45,535
14:30,18,95,12:55,630
18:00,13,210,14:30,840
18:30,18,30,18:00,870
18:40,7,10,18:30,880
19:10,18,30,18:40,910
19:20,1,10,19:10,920
21:00,6,100,19:20,1020
21:30,18,30,21:00,1050
21:45,12,15,21:30,1065
23:00,12,75,21:45,1140
7:30,1,300,23:00,1440
10:00,1,360,4:00,360
10:05,18,5,10:00,365
10:35,11,30,10:05,395
10:45,18,10,10:35,405
13:15,12,150,10:45,555
15:15,18,120,13:15,675
15:35,12,20,15:15,695
15:40,18,5,15:35,700
16:40,12,60,15:40,760
16:55,18,15,16:40,775
17:55,11,60,16:55,835
18:00,18,5,17:55,840
18:20,7,20,18:00,860
18:30,18,10,18:20,870
18:50,12,20,18:30,890
18:55,18,5,18:50,895
19:15,7,20,18:55,915
19:20,18,5,19:15,920
19:30,12,10,19:20,930
19:35,18,5,19:30,935
19:40,7,5,19:35,940
19:45,18,5,19:40,945
20:45,2,60,19:45,1005
21:00,1,15,20:45,1020
0:00,12,180,21:00,1200
0:30,1,30,0:00,1230
12:00,1,210,0:30,1440
8:00,1,240,4:00,240
8:20,11,20,8:00,260
8:30,18,10,8:20,270
12:00,5,210,8:30,480
12:15,12,15,12:00,495
14:30,5,135,12:15,630
15:00,11,30,14:30,660
16:30,5,90,15:00,750
16:40,18,10,16:30,760
17:10,12,30,16:40,790
21:00,6,230,17:10,1020
21:10,11,10,21:00,1030
23:00,6,110,21:10,1140
7:00,1,300,23:00,1440
6:00,1,120,4:00,120
6:05,3,5,6:00,125
6:20,2,15,6:05,140
6:30,11,10,6:20,150
6:40,18,10,6:30,160
6:41,3,1,6:40,161
6:46,18,5,6:41,166
7:01,3,15,6:46,181
7:02,18,1,7:01,182
10:55,6,233,7:02,415
11:00,18,5,10:55,420
14:45,5,225,11:00,645
14:50,18,5,14:45,650
14:51,3,1,14:50,651
14:56,18,5,14:51,656
17:00,5,124,14:56,780
17:05,18,5,17:00,785
19:05,6,120,17:05,905
19:10,18,5,19:05,910
19:15,3,5,19:10,915
19:25,18,10,19:15,925
19:27,7,2,19:25,927
19:30,18,3,19:27,930
19:35,2,5,19:30,935
20:05,1,30,19:35,965
20:20,3,15,20:05,980
20:25,14,5,20:20,985
6:00,1,455,20:25,1440
8:00,1,240,4:00,240
8:30,1,30,8:00,270
8:45,11,15,8:30,285
10:15,12,90,8:45,375
10:25,18,10,10:15,385
16:45,5,380,10:25,765
17:00,11,15,16:45,780
17:20,18,20,17:00,800
17:25,8,5,17:20,805
17:27,18,2,17:25,807
17:37,7,10,17:27,817
17:57,18,20,17:37,837
19:57,12,120,17:57,957
23:00,6,183,19:57,1140
3:00,1,240,23:00,1380
7:00,6,60,3:00,1440
8:30,1,270,4:00,270
9:15,1,45,8:30,315
10:15,6,60,9:15,375
10:45,12,30,10:15,405
11:05,18,20,10:45,425
11:25,6,20,11:05,445
11:35,7,10,11:25,455
11:55,18,20,11:35,475
12:45,6,50,11:55,525
12:55,18,10,12:45,535
13:45,5,50,12:55,585
13:55,18,10,13:45,595
15:15,6,80,13:55,675
15:20,18,5,15:15,680
15:25,12,5,15:20,685
16:45,6,80,15:25,765
16:50,18,5,16:45,770
16:55,2,5,16:50,775
17:15,18,20,16:55,795
19:15,1,120,17:15,915
19:20,2,5,19:15,920
20:20,12,60,19:20,980
20:22,16,2,20:20,982
21:15,12,53,20:22,1035
23:45,16,150,21:15,1185
0:15,5,30,23:45,1215
0:20,1,5,0:15,1220
0:23,2,3,0:20,1223
8:45,1,217,0:23,1440
7:00,1,180,4:00,180
7:15,1,15,7:00,195
7:55,18,40,7:15,235
10:20,6,145,7:55,380
10:25,12,5,10:20,385
11:00,6,35,10:25,420
12:20,6,80,11:00,500
12:30,18,10,12:20,510
12:35,7,5,12:30,515
13:05,18,30,12:35,545
19:00,1,355,13:05,900
19:15,11,15,19:00,915
8:00,1,525,19:15,1440
9:00,1,300,4:00,300
9:30,2,30,9:00,330
10:00,11,30,9:30,360
12:00,12,120,10:00,480
14:00,2,120,12:00,600
14:45,11,45,14:00,645
17:45,6,180,14:45,825
19:45,2,120,17:45,945
20:30,2,45,19:45,990
21:00,11,30,20:30,1020
22:30,12,90,21:00,1110
6:40,1,330,22:30,1440
9:30,1,330,4:00,330
10:30,1,60,9:30,390
10:50,18,20,10:30,410
12:05,6,75,10:50,485
12:20,18,15,12:05,500
15:20,6,180,12:20,680
15:40,18,20,15:20,700
16:40,11,60,15:40,760
17:00,18,20,16:40,780
21:00,5,240,17:00,1020
21:20,18,20,21:00,1040
8:30,1,400,21:20,1440
6:00,1,120,4:00,120
10:00,50,240,6:00,360
10:45,2,45,10:00,405
11:10,11,25,10:45,430
11:15,2,5,11:10,435
11:20,18,5,11:15,440
12:05,7,45,11:20,485
12:10,18,5,12:05,490
13:25,2,75,12:10,565
15:25,1,120,13:25,685
15:55,2,30,15:25,715
16:25,2,30,15:55,745
18:25,12,120,16:25,865
19:10,11,45,18:25,910
19:50,2,40,19:10,950
20:15,18,25,19:50,975
0:00,12,225,20:15,1200
0:30,18,30,0:00,1230
2:00,12,90,0:30,1320
2:07,18,7,2:00,1327
3:10,12,63,2:07,1390
8:00,1,50,3:10,1440
8:00,1,240,4:00,240
8:20,11,20,8:00,260
8:40,1,20,8:20,280
12:00,5,200,8:40,480
12:15,11,15,12:00,495
12:30,18,15,12:15,510
15:30,6,180,12:30,690
16:30,5,60,15:30,750
16:45,18,15,16:30,765
19:00,12,135,16:45,900
19:10,18,10,19:00,910
19:50,11,40,19:10,950
20:00,18,10,19:50,960
20:40,2,40,20:00,1000
23:00,12,140,20:40,1140
7:00,1,300,23:00,1440
10:00,1,360,4:00,360
10:10,11,10,10:00,370
14:10,6,240,10:10,610
14:25,11,15,14:10,625
19:00,12,275,14:25,900
20:00,12,60,19:00,960
20:20,1,20,20:00,980
20:50,6,30,20:20,1010
21:50,12,60,20:50,1070
10:00,1,370,21:50,1440
9:30,1,330,4:00,330
10:30,11,60,9:30,390
14:00,12,210,10:30,600
15:30,1,90,14:00,690
17:30,2,120,15:30,810
18:00,12,30,17:30,840
19:00,11,60,18:00,900
21:00,12,120,19:00,1020
22:30,16,90,21:00,1110
1:00,12,150,22:30,1260
9:00,1,180,1:00,1440
7:00,1,180,4:00,180
7:30,18,30,7:00,210
10:00,6,150,7:30,360
10:15,6,15,10:00,375
12:00,6,105,10:15,480
13:00,11,60,12:00,540
15:30,6,150,13:00,690
15:55,18,25,15:30,715
17:00,6,65,15:55,780
20:20,6,200,17:00,980
20:55,18,35,20:20,1015
21:05,1,10,20:55,1025
6:30,1,415,21:05,1440
8:00,1,240,4:00,240
9:00,1,60,8:00,300
10:00,15,60,9:00,360
10:40,1,40,10:00,400
11:03,11,23,10:40,423
11:13,18,10,11:03,433
12:13,9,60,11:13,493
12:23,18,10,12:13,503
14:23,12,120,12:23,623
16:23,1,120,14:23,743
17:03,18,40,16:23,783
18:03,2,60,17:03,843
18:43,18,40,18:03,883
19:43,12,60,18:43,943
21:13,2,90,19:43,1033
21:43,11,30,21:13,1063
22:03,2,20,21:43,1083
23:03,6,60,22:03,1143
0:03,16,60,23:03,1203
9:00,1,237,0:03,1440
5:30,1,90,4:00,90
6:00,1,30,5:30,120
6:15,11,15,6:00,135
6:25,18,10,6:15,145
10:00,5,215,6:25,360
10:15,11,15,10:00,375
11:30,5,75,10:15,450
12:30,11,60,11:30,510
12:40,18,10,12:30,520
14:10,2,90,12:40,610
15:30,12,80,14:10,690
16:00,4,30,15:30,720
16:45,18,45,16:00,765
18:45,11,120,16:45,885
19:30,18,45,18:45,930
21:30,12,120,19:30,1050
6:30,1,390,21:30,1440
9:00,1,300,4:00,300
9:05,18,5,9:00,305
10:00,8,55,9:05,360
10:05,18,5,10:00,365
10:20,11,15,10:05,380
10:25,18,5,10:20,385
12:25,13,120,10:25,505
13:55,18,90,12:25,595
14:25,1,30,13:55,625
16:25,12,120,14:25,745
16:35,18,10,16:25,755
16:50,11,15,16:35,770
17:00,18,10,16:50,780
20:00,12,180,17:00,960
21:30,18,90,20:00,1050
22:30,13,60,21:30,1110
22:35,18,5,22:30,1115
1:00,12,145,22:35,1260
1:05,18,5,1:00,1265
9:00,1,175,1:05,1440
6:00,6,120,4:00,120
6:30,18,30,6:00,150
6:40,6,10,6:30,160
7:25,6,45,6:40,205
7:26,18,1,7:25,206
10:30,6,184,7:26,390
10:34,18,4,10:30,394
10:59,11,25,10:34,419
11:01,18,2,10:59,421
14:45,6,224,11:01,645
15:05,18,20,14:45,665
15:15,3,10,15:05,675
15:30,18,15,15:15,690
15:40,3,10,15:30,700
16:05,18,25,15:40,725
16:15,3,10,16:05,735
16:40,18,25,16:15,760
16:55,1,15,16:40,775
17:07,18,12,16:55,787
1:00,5,473,17:07,1260
1:07,18,7,1:00,1267
1:08,1,1,1:07,1268
9:00,1,172,1:08,1440
8:30,1,270,4:00,270
10:00,50,90,8:30,360
10:15,18,15,10:00,375
12:15,2,120,10:15,495
12:45,50,30,12:15,525
16:00,12,195,12:45,720
17:00,50,60,16:00,780
18:00,2,60,17:00,840
18:30,11,30,18:00,870
20:30,12,120,18:30,990
22:00,2,90,20:30,1080
22:15,1,15,22:00,1095
5:30,1,345,22:15,1440
9:00,1,300,4:00,300
9:30,11,30,9:00,330
9:45,18,15,9:30,345
11:45,13,120,9:45,465
12:00,18,15,11:45,480
13:30,12,90,12:00,570
14:00,11,30,13:30,600
15:00,12,60,14:00,660
16:30,12,90,15:00,750
17:00,5,30,16:30,780
18:00,12,60,17:00,840
19:00,11,60,18:00,900
20:00,12,60,19:00,960
22:00,12,120,20:00,1080
23:00,12,60,22:00,1140
4:00,1,300,23:00,1440
7:00,1,180,4:00,180
7:15,1,15,7:00,195
7:45,2,30,7:15,225
9:45,6,120,7:45,345
10:00,1,15,9:45,360
13:00,3,180,10:00,540
16:00,6,180,13:00,720
16:30,1,30,16:00,750
17:00,18,30,16:30,780
18:30,11,90,17:00,870
19:00,18,30,18:30,900
21:00,3,120,19:00,1020
22:00,12,60,21:00,1080
22:15,1,15,22:00,1095
8:00,1,345,22:15,1440
12:00,1,480,4:00,480
12:45,3,45,12:00,525
13:45,2,60,12:45,585
15:45,12,120,13:45,705
16:45,1,60,15:45,765
17:45,3,60,16:45,825
18:45,2,60,17:45,885
18:55,18,10,18:45,895
22:00,5,185,18:55,1080
22:10,18,10,22:00,1090
22:40,3,30,22:10,1120
23:10,2,30,22:40,1150
0:40,6,90,23:10,1240
1:10,1,30,0:40,1270
6:50,1,170,1:10,1440
8:30,1,270,4:00,270
8:35,11,5,8:30,275
8:45,18,10,8:35,285
10:30,5,105,8:45,390
10:40,18,10,10:30,400
11:30,12,50,10:40,450
11:45,1,15,11:30,465
12:00,18,15,11:45,480
14:00,5,120,12:00,600
14:15,18,15,14:00,615
14:30,11,15,14:15,630
15:30,12,60,14:30,690
17:00,1,90,15:30,780
18:00,12,60,17:00,840
18:30,1,30,18:00,870
18:40,18,10,18:30,880
23:45,5,305,18:40,1185
23:55,18,10,23:45,1195
0:10,11,15,23:55,1210
1:10,6,60,0:10,1270
1:25,1,15,1:10,1285
9:30,1,155,1:25,1440
5:30,1,90,4:00,90
6:00,1,30,5:30,120
6:05,2,5,6:00,125
6:06,3,1,6:05,126
6:16,3,10,6:06,136
6:26,3,10,6:16,146
6:29,2,3,6:26,149
7:44,18,75,6:29,224
7:49,7,5,7:44,229
7:59,18,10,7:49,239
16:30,5,511,7:59,750
18:00,18,90,16:30,840
18:30,2,30,18:00,870
19:15,11,45,18:30,915
19:45,3,30,19:15,945
20:00,3,15,19:45,960
20:05,3,5,20:00,965
5:30,1,475,20:05,1440
6:00,1,120,4:00,120
6:30,1,30,6:00,150
7:00,3,30,6:30,180
8:00,12,60,7:00,240
12:30,5,270,8:00,510
13:00,11,30,12:30,540
17:00,5,240,13:00,780
17:15,18,15,17:00,795
18:30,13,75,17:15,870
18:45,18,15,18:30,885
19:00,2,15,18:45,900
19:20,11,20,19:00,920
19:30,2,10,19:20,930
20:15,6,45,19:30,975
20:30,12,15,20:15,990
6:00,1,450,20:30,1440
6:00,1,120,4:00,120
7:00,1,60,6:00,180
7:20,18,20,7:00,200
7:50,6,30,7:20,230
11:00,6,190,7:50,420
13:00,6,120,11:00,540
15:30,6,150,13:00,690
15:50,18,20,15:30,710
16:10,18,20,15:50,730
16:40,11,30,16:10,760
17:00,12,20,16:40,780
18:00,2,60,17:00,840
21:30,2,210,18:00,1050
22:00,2,30,21:30,1080
23:00,12,60,22:00,1140
6:35,1,300,23:00,1440
8:00,1,240,4:00,240
8:20,1,20,8:00,260
8:30,2,10,8:20,270
9:00,18,30,8:30,300
10:00,8,60,9:00,360
10:10,18,10,10:00,370
10:40,11,30,10:10,400
11:10,6,30,10:40,430
11:15,18,5,11:10,435
11:45,5,30,11:15,465
12:15,7,30,11:45,495
12:35,18,20,12:15,515
12:45,7,10,12:35,525
13:05,9,20,12:45,545
13:20,18,15,13:05,560
14:20,12,60,13:20,620
14:40,18,20,14:20,640
15:30,1,50,14:40,690
15:55,18,25,15:30,715
17:25,6,90,15:55,805
17:35,18,10,17:25,815
17:40,2,5,17:35,820
18:10,18,30,17:40,850
19:00,6,50,18:10,900
19:10,11,10,19:00,910
21:30,6,140,19:10,1050
21:45,18,15,21:30,1065
22:15,6,30,21:45,1095
22:30,18,15,22:15,1110
22:40,16,10,22:30,1120
23:00,1,20,22:40,1140
4:45,1,300,23:00,1440
5:30,1,90,4:00,90
6:00,3,30,5:30,120
6:15,2,15,6:00,135
6:30,3,15,6:15,150
7:00,6,30,6:30,180
7:10,2,10,7:00,190
8:10,12,60,7:10,250
8:30,3,20,8:10,270
9:10,3,40,8:30,310
9:20,18,10,9:10,320
11:20,7,120,9:20,440
11:30,18,10,11:20,450
11:50,2,20,11:30,470
11:55,3,5,11:50,475
12:05,2,10,11:55,485
12:25,12,20,12:05,505
12:26,2,1,12:25,506
12:41,12,15,12:26,521
13:01,18,20,12:41,541
13:06,9,5,13:01,546
13:21,18,15,13:06,561
14:21,7,60,13:21,621
14:41,18,20,14:21,641
14:51,2,10,14:41,651
14:56,11,5,14:51,656
16:56,3,120,14:56,776
17:26,2,30,16:56,806
17:56,11,30,17:26,836
18:16,2,20,17:56,856
18:46,3,30,18:16,886
19:06,3,20,18:46,906
19:11,3,5,19:06,911
19:31,3,20,19:11,931
20:01,2,30,19:31,961
20:06,2,5,20:01,966
